modified,created,deleted,renamed,total,mod_ratio,rename_ratio,rate,label
0,1,0,0,151,0.0,0.0,30.2,lockbit
1,0,0,0,151,0.0066225165562913,0.0,30.2,lockbit
1,0,0,0,151,0.0066225165562913,0.0,30.2,lockbit
0,0,0,1,152,0.0,0.006578947368421,30.4,lockbit
1,0,0,0,152,0.006578947368421,0.0,30.4,lockbit
0,0,1,0,152,0.0,0.0,30.4,lockbit
1,0,0,0,153,0.0065359477124183,0.0,30.6,lockbit
0,1,0,0,153,0.0,0.0,30.6,lockbit
1,0,0,0,154,0.0064935064935064,0.0,30.8,lockbit
1,0,0,0,154,0.0064935064935064,0.0,30.8,lockbit
0,0,0,1,155,0.0,0.0064516129032258,31.0,lockbit
1,0,0,0,155,0.0064516129032258,0.0,31.0,lockbit
0,0,1,0,156,0.0,0.0,31.2,lockbit
1,0,0,0,156,0.0064102564102564,0.0,31.2,lockbit
0,1,0,0,156,0.0,0.0,31.2,lockbit
1,0,0,0,157,0.0063694267515923,0.0,31.4,lockbit
1,0,0,0,157,0.0063694267515923,0.0,31.4,lockbit
0,0,0,1,158,0.0,0.0063291139240506,31.6,lockbit
1,0,0,0,158,0.0063291139240506,0.0,31.6,lockbit
0,0,1,0,158,0.0,0.0,31.6,lockbit
1,0,0,0,159,0.0062893081761006,0.0,31.8,lockbit
0,1,0,0,159,0.0,0.0,31.8,lockbit
1,0,0,0,160,0.00625,0.0,32.0,lockbit
1,0,0,0,160,0.00625,0.0,32.0,lockbit
0,0,0,1,161,0.0,0.0062111801242236,32.2,lockbit
1,0,0,0,161,0.0062111801242236,0.0,32.2,lockbit
0,0,1,0,161,0.0,0.0,32.2,lockbit
1,0,0,0,162,0.0061728395061728,0.0,32.4,lockbit
0,1,0,0,162,0.0,0.0,32.4,lockbit
1,0,0,0,162,0.0061728395061728,0.0,32.4,lockbit
1,0,0,0,163,0.0061349693251533,0.0,32.6,lockbit
0,0,0,1,163,0.0,0.0061349693251533,32.6,lockbit
1,0,0,0,163,0.0061349693251533,0.0,32.6,lockbit
0,0,1,0,164,0.0,0.0,32.8,lockbit
1,0,0,0,164,0.0060975609756097,0.0,32.8,lockbit
0,1,0,0,165,0.0,0.0,33.0,lockbit
1,0,0,0,165,0.006060606060606,0.0,33.0,lockbit
1,0,0,0,166,0.0060240963855421,0.0,33.2,lockbit
0,0,0,1,166,0.0,0.0060240963855421,33.2,lockbit
1,0,0,0,166,0.0060240963855421,0.0,33.2,lockbit
0,0,1,0,167,0.0,0.0,33.4,lockbit
1,0,0,0,167,0.0059880239520958,0.0,33.4,lockbit
0,1,0,0,168,0.0,0.0,33.6,lockbit
1,0,0,0,168,0.0059523809523809,0.0,33.6,lockbit
1,0,0,0,168,0.0059523809523809,0.0,33.6,lockbit
0,0,0,1,169,0.0,0.0059171597633136,33.8,lockbit
1,0,0,0,169,0.0059171597633136,0.0,33.8,lockbit
0,0,1,0,170,0.0,0.0,34.0,lockbit
1,0,0,0,170,0.0058823529411764,0.0,34.0,lockbit
0,1,0,0,170,0.0,0.0,34.0,lockbit
1,0,0,0,170,0.0058823529411764,0.0,34.0,lockbit
1,0,0,0,171,0.0058479532163742,0.0,34.2,lockbit
0,0,0,1,171,0.0,0.0058479532163742,34.2,lockbit
1,0,0,0,171,0.0058479532163742,0.0,34.2,lockbit
0,0,1,0,172,0.0,0.0,34.4,lockbit
1,0,0,0,172,0.005813953488372,0.0,34.4,lockbit
0,1,0,0,173,0.0,0.0,34.6,lockbit
1,0,0,0,173,0.0057803468208092,0.0,34.6,lockbit
1,0,0,0,174,0.0057471264367816,0.0,34.8,lockbit
0,0,0,1,174,0.0,0.0057471264367816,34.8,lockbit
1,0,0,0,174,0.0057471264367816,0.0,34.8,lockbit
0,0,1,0,175,0.0,0.0,35.0,lockbit
1,0,0,0,175,0.0057142857142857,0.0,35.0,lockbit
0,1,0,0,176,0.0,0.0,35.2,lockbit
1,0,0,0,176,0.0056818181818181,0.0,35.2,lockbit
1,0,0,0,176,0.0056818181818181,0.0,35.2,lockbit
0,0,0,1,177,0.0,0.0056497175141242,35.4,lockbit
1,0,0,0,177,0.0056497175141242,0.0,35.4,lockbit
0,0,1,0,177,0.0,0.0,35.4,lockbit
1,0,0,0,178,0.0056179775280898,0.0,35.6,lockbit
0,1,0,0,178,0.0,0.0,35.6,lockbit
1,0,0,0,178,0.0056179775280898,0.0,35.6,lockbit
1,0,0,0,179,0.0055865921787709,0.0,35.8,lockbit
0,0,0,1,179,0.0,0.0055865921787709,35.8,lockbit
1,0,0,0,179,0.0055865921787709,0.0,35.8,lockbit
0,0,1,0,180,0.0,0.0,36.0,lockbit
1,0,0,0,180,0.0055555555555555,0.0,36.0,lockbit
0,1,0,0,181,0.0,0.0,36.2,lockbit
1,0,0,0,181,0.005524861878453,0.0,36.2,lockbit
1,0,0,0,182,0.0054945054945054,0.0,36.4,lockbit
0,0,0,1,182,0.0,0.0054945054945054,36.4,lockbit
1,0,0,0,182,0.0054945054945054,0.0,36.4,lockbit
0,0,1,0,183,0.0,0.0,36.6,lockbit
1,0,0,0,184,0.0054347826086956,0.0,36.8,lockbit
0,1,0,0,184,0.0,0.0,36.8,lockbit
1,0,0,0,185,0.0054054054054054,0.0,37.0,lockbit
1,0,0,0,185,0.0054054054054054,0.0,37.0,lockbit
0,0,0,1,185,0.0,0.0054054054054054,37.0,lockbit
1,0,0,0,186,0.0053763440860215,0.0,37.2,lockbit
0,0,1,0,186,0.0,0.0,37.2,lockbit
1,0,0,0,187,0.0053475935828877,0.0,37.4,lockbit
0,1,0,0,188,0.0,0.0,37.6,lockbit
1,0,0,0,188,0.0053191489361702,0.0,37.6,lockbit
1,0,0,0,188,0.0053191489361702,0.0,37.6,lockbit
0,0,0,1,188,0.0,0.0053191489361702,37.6,lockbit
1,0,0,0,188,0.0053191489361702,0.0,37.6,lockbit
0,0,1,0,188,0.0,0.0,37.6,lockbit
1,0,0,0,189,0.0052910052910052,0.0,37.8,lockbit
0,1,0,0,189,0.0,0.0,37.8,lockbit
1,0,0,0,189,0.0052910052910052,0.0,37.8,lockbit
1,0,0,0,189,0.0052910052910052,0.0,37.8,lockbit
0,0,0,1,189,0.0,0.0052910052910052,37.8,lockbit
1,0,0,0,189,0.0052910052910052,0.0,37.8,lockbit
0,0,1,0,189,0.0,0.0,37.8,lockbit
1,0,0,0,189,0.0052910052910052,0.0,37.8,lockbit
0,1,0,0,189,0.0,0.0,37.8,lockbit
1,0,0,0,189,0.0052910052910052,0.0,37.8,lockbit
1,0,0,0,189,0.0052910052910052,0.0,37.8,lockbit
0,0,0,1,190,0.0,0.0052631578947368,38.0,lockbit
1,0,0,0,190,0.0052631578947368,0.0,38.0,lockbit
0,0,1,0,191,0.0,0.0,38.2,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
0,1,0,0,191,0.0,0.0,38.2,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
0,0,0,1,191,0.0,0.0052356020942408,38.2,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
0,0,1,0,191,0.0,0.0,38.2,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,1,0,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,0,1,192,0.0,0.0052083333333333,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,1,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,1,0,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,0,1,192,0.0,0.0052083333333333,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,1,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,1,0,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,0,1,192,0.0,0.0052083333333333,38.4,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
0,0,1,0,191,0.0,0.0,38.2,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
0,1,0,0,191,0.0,0.0,38.2,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
0,0,0,1,191,0.0,0.0052356020942408,38.2,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,1,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,1,0,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,0,1,192,0.0,0.0052083333333333,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,1,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,1,0,0,193,0.0,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,0,0,1,192,0.0,0.0052083333333333,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,1,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,1,0,0,193,0.0,0.0,38.6,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,0,1,192,0.0,0.0052083333333333,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,1,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,1,0,0,193,0.0,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,0,0,1,193,0.0,0.005181347150259,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,0,1,0,193,0.0,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,1,0,0,193,0.0,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,0,0,1,193,0.0,0.005181347150259,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,0,1,0,193,0.0,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,1,0,0,193,0.0,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,0,0,1,193,0.0,0.005181347150259,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,0,1,0,193,0.0,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,1,0,0,193,0.0,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,0,0,1,193,0.0,0.005181347150259,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,0,1,0,193,0.0,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,1,0,0,193,0.0,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,0,0,1,193,0.0,0.005181347150259,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,0,1,0,193,0.0,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,1,0,0,193,0.0,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,0,0,1,193,0.0,0.005181347150259,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,0,1,0,193,0.0,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,1,0,0,193,0.0,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,0,0,1,193,0.0,0.005181347150259,38.6,lockbit
1,0,0,0,193,0.005181347150259,0.0,38.6,lockbit
0,0,1,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,1,0,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,0,1,192,0.0,0.0052083333333333,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,1,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,1,0,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,0,1,192,0.0,0.0052083333333333,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,1,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,1,0,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,0,1,192,0.0,0.0052083333333333,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,1,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,1,0,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,0,1,192,0.0,0.0052083333333333,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,1,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,1,0,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,0,1,192,0.0,0.0052083333333333,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,1,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,1,0,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,0,1,192,0.0,0.0052083333333333,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,1,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,1,0,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,0,1,192,0.0,0.0052083333333333,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,1,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,1,0,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,0,1,192,0.0,0.0052083333333333,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,0,1,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,1,0,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
0,0,0,1,192,0.0,0.0052083333333333,38.4,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
0,0,1,0,192,0.0,0.0,38.4,lockbit
1,0,0,0,192,0.0052083333333333,0.0,38.4,lockbit
0,1,0,0,191,0.0,0.0,38.2,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
0,0,0,1,191,0.0,0.0052356020942408,38.2,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
0,0,1,0,191,0.0,0.0,38.2,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
0,1,0,0,191,0.0,0.0,38.2,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
0,0,0,1,191,0.0,0.0052356020942408,38.2,lockbit
1,0,0,0,191,0.0052356020942408,0.0,38.2,lockbit
0,0,1,0,190,0.0,0.0,38.0,lockbit
1,0,0,0,190,0.0052631578947368,0.0,38.0,lockbit
0,1,0,0,190,0.0,0.0,38.0,lockbit
1,0,0,0,190,0.0052631578947368,0.0,38.0,lockbit
1,0,0,0,190,0.0052631578947368,0.0,38.0,lockbit
0,0,0,1,190,0.0,0.0052631578947368,38.0,lockbit
1,0,0,0,190,0.0052631578947368,0.0,38.0,lockbit
0,0,1,0,190,0.0,0.0,38.0,lockbit
1,0,0,0,190,0.0052631578947368,0.0,38.0,lockbit
1,0,0,0,10,0.1,0.0,2.0,lockbit
0,1,0,0,11,0.0,0.0,2.2,lockbit
1,0,0,0,12,0.0833333333333333,0.0,2.4,lockbit
1,0,0,0,13,0.0769230769230769,0.0,2.6,lockbit
0,0,0,1,14,0.0,0.0714285714285714,2.8,lockbit
1,0,0,0,15,0.0666666666666666,0.0,3.0,lockbit
0,0,1,0,16,0.0,0.0,3.2,lockbit
1,0,0,0,17,0.0588235294117647,0.0,3.4,lockbit
0,1,0,0,18,0.0,0.0,3.6,lockbit
1,0,0,0,19,0.0526315789473684,0.0,3.8,lockbit
1,0,0,0,20,0.05,0.0,4.0,lockbit
0,0,0,1,20,0.0,0.05,4.0,lockbit
1,0,0,0,20,0.05,0.0,4.0,lockbit
0,0,1,0,21,0.0,0.0,4.2,lockbit
1,0,0,0,21,0.0476190476190476,0.0,4.2,lockbit
1,0,0,0,22,0.0454545454545454,0.0,4.4,lockbit
0,0,0,1,23,0.0,0.0434782608695652,4.6,lockbit
1,0,0,0,24,0.0416666666666666,0.0,4.8,lockbit
0,0,1,0,25,0.0,0.0,5.0,lockbit
1,0,0,0,26,0.0384615384615384,0.0,5.2,lockbit
1,0,0,0,27,0.037037037037037,0.0,5.4,lockbit
0,0,0,1,28,0.0,0.0357142857142857,5.6,lockbit
1,0,0,0,29,0.0344827586206896,0.0,5.8,lockbit
0,0,1,0,30,0.0,0.0,6.0,lockbit
1,0,0,0,31,0.032258064516129,0.0,6.2,lockbit
0,1,0,0,32,0.0,0.0,6.4,lockbit
1,0,0,0,33,0.0303030303030303,0.0,6.6,lockbit
1,0,0,0,34,0.0294117647058823,0.0,6.8,lockbit
0,0,0,1,35,0.0,0.0285714285714285,7.0,lockbit
1,0,0,0,36,0.0277777777777777,0.0,7.2,lockbit
0,0,1,0,37,0.0,0.0,7.4,lockbit
1,0,0,0,38,0.0263157894736842,0.0,7.6,lockbit
0,1,0,0,39,0.0,0.0,7.8,lockbit
1,0,0,0,40,0.025,0.0,8.0,lockbit
1,0,0,0,41,0.024390243902439,0.0,8.2,lockbit
0,0,0,1,42,0.0,0.0238095238095238,8.4,lockbit
1,0,0,0,43,0.0232558139534883,0.0,8.6,lockbit
0,0,1,0,44,0.0,0.0,8.8,lockbit
1,0,0,0,45,0.0222222222222222,0.0,9.0,lockbit
0,1,0,0,46,0.0,0.0,9.2,lockbit
1,0,0,0,47,0.0212765957446808,0.0,9.4,lockbit
1,0,0,0,48,0.0208333333333333,0.0,9.6,lockbit
0,0,0,1,49,0.0,0.0204081632653061,9.8,lockbit
1,0,0,0,50,0.02,0.0,10.0,lockbit
0,0,1,0,51,0.0,0.0,10.2,lockbit
1,0,0,0,52,0.0192307692307692,0.0,10.4,lockbit
0,1,0,0,53,0.0,0.0,10.6,lockbit
1,0,0,0,54,0.0185185185185185,0.0,10.8,lockbit
1,0,0,0,55,0.0181818181818181,0.0,11.0,lockbit
0,0,0,1,56,0.0,0.0178571428571428,11.2,lockbit
1,0,0,0,57,0.0175438596491228,0.0,11.4,lockbit
0,0,1,0,58,0.0,0.0,11.6,lockbit
1,0,0,0,59,0.0169491525423728,0.0,11.8,lockbit
0,1,0,0,60,0.0,0.0,12.0,lockbit
1,0,0,0,61,0.0163934426229508,0.0,12.2,lockbit
1,0,0,0,62,0.0161290322580645,0.0,12.4,lockbit
0,0,0,1,63,0.0,0.0158730158730158,12.6,lockbit
1,0,0,0,64,0.015625,0.0,12.8,lockbit
0,0,1,0,65,0.0,0.0,13.0,lockbit
1,0,0,0,66,0.0151515151515151,0.0,13.2,lockbit
0,1,0,0,67,0.0,0.0,13.4,lockbit
1,0,0,0,68,0.0147058823529411,0.0,13.6,lockbit
1,0,0,0,69,0.0144927536231884,0.0,13.8,lockbit
0,0,0,1,70,0.0,0.0142857142857142,14.0,lockbit
1,0,0,0,71,0.0140845070422535,0.0,14.2,lockbit
0,0,1,0,72,0.0,0.0,14.4,lockbit
1,0,0,0,73,0.0136986301369863,0.0,14.6,lockbit
0,1,0,0,74,0.0,0.0,14.8,lockbit
1,0,0,0,75,0.0133333333333333,0.0,15.0,lockbit
1,0,0,0,76,0.0131578947368421,0.0,15.2,lockbit
0,0,0,1,77,0.0,0.0129870129870129,15.4,lockbit
1,0,0,0,78,0.0128205128205128,0.0,15.6,lockbit
0,0,1,0,79,0.0,0.0,15.8,lockbit
1,0,0,0,80,0.0125,0.0,16.0,lockbit
0,1,0,0,81,0.0,0.0,16.2,lockbit
1,0,0,0,82,0.0121951219512195,0.0,16.4,lockbit
1,0,0,0,83,0.0120481927710843,0.0,16.6,lockbit
0,0,0,1,84,0.0,0.0119047619047619,16.8,lockbit
1,0,0,0,85,0.0117647058823529,0.0,17.0,lockbit
0,0,1,0,86,0.0,0.0,17.2,lockbit
1,0,0,0,87,0.0114942528735632,0.0,17.4,lockbit
0,1,0,0,88,0.0,0.0,17.6,lockbit
1,0,0,0,89,0.0112359550561797,0.0,17.8,lockbit
1,0,0,0,89,0.0112359550561797,0.0,17.8,lockbit
0,0,0,1,89,0.0,0.0112359550561797,17.8,lockbit
1,0,0,0,88,0.0113636363636363,0.0,17.6,lockbit
0,0,1,0,89,0.0,0.0,17.8,lockbit
1,0,0,0,89,0.0112359550561797,0.0,17.8,lockbit
0,1,0,0,89,0.0,0.0,17.8,lockbit
1,0,0,0,89,0.0112359550561797,0.0,17.8,lockbit
1,0,0,0,89,0.0112359550561797,0.0,17.8,lockbit
0,0,0,1,89,0.0,0.0112359550561797,17.8,lockbit
1,0,0,0,88,0.0113636363636363,0.0,17.6,lockbit
0,0,1,0,89,0.0,0.0,17.8,lockbit
1,0,0,0,89,0.0112359550561797,0.0,17.8,lockbit
0,1,0,0,89,0.0,0.0,17.8,lockbit
1,0,0,0,90,0.0111111111111111,0.0,18.0,lockbit
1,0,0,0,91,0.0109890109890109,0.0,18.2,lockbit
0,0,1,0,92,0.0,0.0,18.4,lockbit
1,0,0,0,93,0.010752688172043,0.0,18.6,lockbit
0,1,0,0,94,0.0,0.0,18.8,lockbit
1,0,0,0,95,0.0105263157894736,0.0,19.0,lockbit
0,0,1,0,96,0.0,0.0,19.2,lockbit
1,0,0,0,97,0.0103092783505154,0.0,19.4,lockbit
0,1,0,0,98,0.0,0.0,19.6,lockbit
1,0,0,0,99,0.0101010101010101,0.0,19.8,lockbit
1,0,0,0,100,0.01,0.0,20.0,lockbit
0,0,0,1,101,0.0,0.0099009900990099,20.2,lockbit
1,0,0,0,102,0.0098039215686274,0.0,20.4,lockbit
0,0,1,0,103,0.0,0.0,20.6,lockbit
1,0,0,0,104,0.0096153846153846,0.0,20.8,lockbit
0,1,0,0,105,0.0,0.0,21.0,lockbit
1,0,0,0,106,0.0094339622641509,0.0,21.2,lockbit
1,0,0,0,107,0.0093457943925233,0.0,21.4,lockbit
0,0,0,1,108,0.0,0.0092592592592592,21.6,lockbit
1,0,0,0,109,0.0091743119266055,0.0,21.8,lockbit
0,0,1,0,110,0.0,0.0,22.0,lockbit
1,0,0,0,111,0.009009009009009,0.0,22.2,lockbit
0,1,0,0,112,0.0,0.0,22.4,lockbit
1,0,0,0,113,0.0088495575221238,0.0,22.6,lockbit
1,0,0,0,114,0.0087719298245614,0.0,22.8,lockbit
0,0,0,1,115,0.0,0.008695652173913,23.0,lockbit
1,0,0,0,116,0.0086206896551724,0.0,23.2,lockbit
0,0,1,0,116,0.0,0.0,23.2,lockbit
1,0,0,0,116,0.0086206896551724,0.0,23.2,lockbit
0,1,0,0,116,0.0,0.0,23.2,lockbit
1,0,0,0,116,0.0086206896551724,0.0,23.2,lockbit
1,0,0,0,117,0.0085470085470085,0.0,23.4,lockbit
0,0,0,1,117,0.0,0.0085470085470085,23.4,lockbit
1,0,0,0,116,0.0086206896551724,0.0,23.2,lockbit
0,0,1,0,116,0.0,0.0,23.2,lockbit
1,0,0,0,116,0.0086206896551724,0.0,23.2,lockbit
0,1,0,0,117,0.0,0.0,23.4,lockbit
1,0,0,0,116,0.0086206896551724,0.0,23.2,lockbit
1,0,0,0,116,0.0086206896551724,0.0,23.2,lockbit
0,0,0,1,116,0.0,0.0086206896551724,23.2,lockbit
1,0,0,0,116,0.0086206896551724,0.0,23.2,lockbit
0,0,1,0,116,0.0,0.0,23.2,lockbit
1,0,0,0,117,0.0085470085470085,0.0,23.4,lockbit
0,1,0,0,117,0.0,0.0,23.4,lockbit
1,0,0,0,117,0.0085470085470085,0.0,23.4,lockbit
1,0,0,0,116,0.0086206896551724,0.0,23.2,lockbit
0,0,0,1,116,0.0,0.0086206896551724,23.2,lockbit
1,0,0,0,116,0.0086206896551724,0.0,23.2,lockbit
0,0,1,0,116,0.0,0.0,23.2,lockbit
1,0,0,0,117,0.0085470085470085,0.0,23.4,lockbit
0,1,0,0,117,0.0,0.0,23.4,lockbit
1,0,0,0,117,0.0085470085470085,0.0,23.4,lockbit
1,0,0,0,116,0.0086206896551724,0.0,23.2,lockbit
0,0,0,1,116,0.0,0.0086206896551724,23.2,lockbit
1,0,0,0,116,0.0086206896551724,0.0,23.2,lockbit
0,0,1,0,116,0.0,0.0,23.2,lockbit
1,0,0,0,116,0.0086206896551724,0.0,23.2,lockbit
0,1,0,0,116,0.0,0.0,23.2,lockbit
1,0,0,0,116,0.0086206896551724,0.0,23.2,lockbit
1,0,0,0,117,0.0085470085470085,0.0,23.4,lockbit
0,0,0,1,117,0.0,0.0085470085470085,23.4,lockbit
1,0,0,0,116,0.0086206896551724,0.0,23.2,lockbit
0,0,1,0,117,0.0,0.0,23.4,lockbit
